"コード","会社名","旧会社名","市場","選択","取引市場","業種","資本金","単位株数","備考"
6821,"バーテックス　スタンダード（上場廃止）","","JASDAQ","○","店頭","電気機器","",1000,"",""
6822,"大井電気","","東証STD","○","東証STD","電気機器",2708389000,100,"",""
6823,"リオン","","東証PRM","○","東証PRM","電気機器",2043594000,100,"",""
6824,"新コスモス電機","","東証STD","○","東証STD","電気機器",1460000000,100,"",""
6825,"パトライト（上場廃止）","","東証2部","○","東証2部,大証2部","電気機器","",100,"",""
6826,"本多通信工業（上場廃止）","","東証2部","○","東証2部","電気機器","",100,"",""
6827,"東北パイオニア（上場廃止）","","東証2部","○","東証2部","電気機器","",100,"",""
6828,"シメオ精密（上場廃止）","","JASDAQ","○","店頭","電気機器","",100,"",""
6829,"ソーテック（上場廃止）","","NasdaqJ","○","NasdaqJ","電気機器","","","",""
6830,"鷹山（上場廃止）","","JASDAQ","○","店頭","電気機器","","","",""
6832,"アオイ電子","","東証STD","○","東証STD","電気機器",4545500000,100,"",""
6833,"日本電産リード（上場廃止）","","大証2部","○","大証2部","電気機器","",1000,"",""
6834,"精工技研","","東証STD","○","東証STD","電気機器",6791682000,100,"",""
6835,"アライドテレシスホールディングス","","東証STD","○","東証STD","電気機器",10019161000,100,"",""
6836,"ぷらっとホーム","","東証STD","○","東証STD","電気機器",100000000,100,"",""
6837,"京写","","東証STD","○","東証STD","電気機器",1102000000,100,"",""
6838,"多摩川ホールディングス","","東証STD","○","東証STD","電気機器",2535100000,100,"",""
6839,"船井電機（上場廃止）","","東証1部","○","東証1部,大証1部","電気機器","",100,"",""
6840,"ＡＫＩＢＡホールディングス","","東証STD","○","東証STD","電気機器",100000000,100,"",""
6841,"横河電機","","東証PRM","○","東証PRM","電気機器",43401000000,100,"",""
6842,"ユニパルス（上場廃止）","","東証2部","○","東証2部","電気機器","",100,"",""
6843,"東光精機（上場廃止）","","大証2部","○","大証2部","電気機器","",1000,"",""
6844,"新電元工業","","東証PRM","○","東証PRM","電気機器",17823000000,100,"",""
6845,"アズビル","","東証PRM","○","東証PRM","電気機器",10522000000,100,"",""
6846,"中央製作所（上場廃止）","","名証MN","○","名証MN","電気機器",503000000,100,"",""
6847,"安藤電気（上場廃止）","","東証2部","○","東証2部","電気機器","",1000,"",""
6848,"東亜ディーケーケー","","東証STD","○","東証STD","電気機器",1842000000,100,"",""
6849,"日本光電工業","","東証PRM","○","東証PRM","電気機器",7544000000,100,"",""
6850,"チノー","","東証PRM","○","東証PRM","電気機器",4292000000,100,"",""
6852,"テクノ・セブン（上場廃止）","","JASDAQ","○","店頭","電気機器","",1000,"",""
6853,"共和電業","","東証STD","○","東証STD","電気機器",1723992000,100,"",""
6855,"日本電子材料","","東証STD","○","東証STD","電気機器",3053000000,100,"",""
6856,"堀場製作所","","東証PRM","○","東証PRM","電気機器",12011000000,100,"",""
6857,"アドバンテスト","","東証PRM","○","東証PRM","電気機器",32363000000,100,"",""
6858,"小野測器","","東証STD","○","東証STD","電気機器",7134000000,100,"",""
6859,"エスペック","","東証PRM","○","東証PRM","電気機器",6895000000,100,"",""
6860,"ＳＵＮＸ（上場廃止）","","東証2部","○","東証2部,名証2部","電気機器","",100,"",""
6861,"キーエンス","","東証PRM","○","東証PRM","電気機器",30637000000,100,"",""
6862,"ミナトホールディングス","","東証STD","○","東証STD","電気機器",1063128000,100,"",""
6863,"ニレコ","","東証STD","○","東証STD","電気機器",3072352000,100,"",""
6864,"エヌエフホールディングス","","東証STD","○","東証STD","電気機器",3317200000,100,"",""
6866,"日置電機","","東証PRM","○","東証PRM","電気機器",3299463000,100,"",""
6867,"リーダー電子","","東証STD","○","東証STD","電気機器",1331806000,100,"",""
6868,"東京カソード研究所（上場廃止）","","JASDAQ","○","店頭","電気機器","",100,"",""
6869,"シスメックス","","東証PRM","○","東証PRM","電気機器",14282000000,100,"",""
6870,"日本フェンオール","","東証STD","○","東証STD","電気機器",996600000,100,"",""
6871,"日本マイクロニクス","","東証PRM","○","東証PRM","電気機器",5018000000,100,"",""
6872,"日本コーリン（上場廃止）","","JASDAQ","○","店頭","電気機器","",100,"",""
6873,"日立電子エンジニアリング（上場廃止）","","東証2部","○","東証2部","電気機器","",1000,"",""
6874,"協立電機","","東証STD","○","東証STD","電気機器",1441440000,100,"",""
6875,"メガチップス","","東証PRM","○","東証PRM","電気機器",4840313000,100,"",""
6876,"光波（上場廃止）","","JASDAQ","○","店頭","電気機器","",100,"",""
6877,"ＯＢＡＲＡ　ＧＲＯＵＰ","","東証STD","○","東証STD","電気機器",1925000000,100,"",""
6878,"長野日本無線（上場廃止）","","東証2部","○","東証2部","電気機器","",1000,"",""
6879,"ＩＭＡＧＩＣＡＧＲＯＵＰ（上場廃止）","","東証PRM","○","東証PRM","情報・通信業",3306002000,100,"",""
6880,"シンワ（上場廃止）","","JASDAQ","○","店頭","電気機器","",100,"",""
6881,"キョウデン（上場廃止）","","東証2部","○","東証2部","電気機器","",1000,"",""
6882,"三社電機製作所","","東証STD","○","東証STD","電気機器",2774000000,100,"",""
6883,"日本電産コパル電子（上場廃止）","","東証2部","○","東証2部","電気機器","",1000,"",""
6884,"デジタル（上場廃止）","","JASDAQ","○","店頭","電気機器","",100,"",""
6885,"ミヤチテクノス（上場廃止）","","東証2部","○","東証2部","電気機器","",100,"",""
6886,"グラフィック　プロダクツ（上場廃止）","","JASDAQ","○","店頭","電気機器","",1000,"",""
6887,"日本エルエスアイカード（上場廃止）","","大証2部","○","大証2部","電気機器","","","",""
6888,"アクモス","","東証STD","○","東証STD","情報・通信業",693250000,100,"",""
6889,"オーデリック（上場廃止）","","JASDAQ","○","店頭","電気機器","",1000,"",""
6890,"フェローテック","フェローテックHD","東証STD","○","東証STD","電気機器",29425000000,100,"",""
6891,"イーター電機工業（上場廃止）","","JASDAQ","○","店頭","電気機器","",1000,"",""
6892,"シチズン電子（上場廃止）","","JASDAQ","○","店頭","電気機器","",100,"",""
6893,"タイテック（上場廃止）","","JASDAQ","○","店頭","電気機器","",1000,"",""
6894,"パルステック工業","","東証STD","○","東証STD","電気機器",1491375000,100,"",""
6895,"ダイヤモンド電機（上場廃止）","","大証2部","○","大証2部","電気機器","",1000,"",""
6896,"北川工業（上場廃止）","","名証2部","○","名証2部","電気機器","",100,"",""
6897,"ツインバード","","東証STD","○","東証STD","電気機器",2517279000,100,"",""
6898,"トミタ電機","","東証STD","○","東証STD","電気機器",1966818000,100,"",""
6899,"ＡＳＴＩ","","東証STD","○","東証STD","電気機器",2476232000,100,"",""
6900,"東京電波（上場廃止）","","東証1部","○","東証1部","電気機器","",100,"",""
6901,"澤藤電機","","東証STD","○","東証STD","電気機器",1080000000,100,"",""
6902,"デンソー","","東証PRM","○","東証PRM","輸送用機器",187457000000,100,"",""
6904,"原田工業","","東証STD","○","東証STD","電気機器",2019181000,100,"",""
6905,"コーセル","","東証PRM","○","東証PRM","電気機器",2055000000,100,"",""
6907,"ジオマテック","","東証STD","○","東証STD","電気機器",4043850000,100,"",""
6908,"イリソ電子工業","","東証PRM","○","東証PRM","電気機器",5640000000,100,"",""
6909,"北部通信工業（上場廃止）","","JASDAQ","○","店頭","電気機器","",1000,"",""
6910,"日立メディコ（上場廃止）","","東証1部","○","東証1部","電気機器","",1000,"",""
6911,"新日本無線（上場廃止）","","東証2部","○","東証2部","電気機器","",1000,"",""
6912,"菊水ホールディングス","","東証STD","○","東証STD","電気機器",2201250000,100,"",""
6913,"メルコ（上場廃止）","","東証1部","○","東証1部,名証1部","電気機器","",100,"",""
6914,"オプテックスグループ","","東証PRM","○","東証PRM","電気機器",2798000000,100,"",""
6915,"千代田インテグレ","","東証STD","○","東証STD","電気機器",2331000000,100,"",""
6916,"アイ・オー・データ機器（上場廃止）","","JASDAQ","○","店頭","電気機器","",100,"",""
6917,"デンセイ・ラムダ（上場廃止）","","東証1部","○","東証1部,大証1部","電気機器","",100,"",""
6918,"アバールデータ","","東証STD","○","東証STD","電気機器",2354094000,100,"",""
6919,"ケル","","東証STD","○","東証STD","電気機器",1617000000,100,"",""
6920,"レーザーテック","","東証PRM","○","東証PRM","電気機器",931000000,100,"",""
6921,"東光電気（上場廃止）","","東証1部","○","東証1部","電気機器","",1000,"",""
6922,"昭和情報機器（上場廃止）","","JASDAQ","○","店頭","電気機器","",1000,"",""
6923,"スタンレー電気","","東証PRM","○","東証PRM","電気機器",30514000000,100,"",""
6924,"岩崎電気（上場廃止）","","東証1部","○","東証1部,大証1部","電気機器","",1000,"",""
6925,"ウシオ電機","","東証PRM","○","東証PRM","電気機器",19556000000,100,"",""
6926,"岡谷電機産業","","東証STD","○","東証STD","電気機器",2295169000,100,"",""
6927,"ヘリオス　テクノ　ホールディング","ヘリオステクノHD","東証STD","○","東証STD","電気機器",2133177000,100,"",""
6928,"エノモト","","東証PRM","○","東証PRM","電気機器",4749333000,100,"",""
6929,"日本セラミック","","東証PRM","○","東証PRM","電気機器",10994000000,100,"",""
6930,"日本アンテナ（上場廃止）","","東証STD","○","東証STD","電気機器",4673000000,100,"",""
6931,"日本電池（上場廃止）","","東証1部","○","東証1部,大証1部","電気機器","",1000,"",""
6932,"遠藤照明","","東証STD","○","東証STD","電気機器",5155000000,100,"",""
6933,"ＹＵＡＳＡ（上場廃止）","","東証1部","○","東証1部,大証1部","電気機器","",1000,"",""
6934,"新神戸電機（上場廃止）","","東証1部","○","東証1部,大証1部","電気機器","",1000,"",""
6935,"日本デジタル研究所（上場廃止）","","東証1部","○","東証1部","電気機器","",100,"",""
6936,"東洋高砂乾電池（上場廃止）","","東証2部","○","東証2部","電気機器","",1000,"",""
6937,"古河電池（上場廃止）","","東証PRM","○","東証PRM","電気機器",1640000000,100,"",""
6938,"双信電機（上場廃止）","","東証STD","○","東証STD","電気機器",4256750000,100,"",""
6939,"ユー・エム・シー・ジャパン（上場廃止）","","JASDAQ","○","店頭","電気機器","","","",""
6941,"山一電機","","東証PRM","○","東証PRM","電気機器",10084103000,100,"",""
6942,"ソフィアホールディングス","","東証STD","○","東証STD","情報・通信業",2358000000,100,"",""
6943,"ＮＫＫスイッチズ","","東証STD","○","東証STD","電気機器",951799000,100,"",""
6944,"アイレックス（上場廃止）","","JASDAQ","○","店頭","電気機器","",1000,"",""
6945,"富士通フロンテック（上場廃止）","","東証2部","○","東証2部","電気機器","",1000,"",""
6946,"日本アビオニクス","","東証STD","○","東証STD","電気機器",5895000000,100,"",""
6947,"図研","","東証PRM","○","東証PRM","電気機器",10117000000,100,"",""
6948,"住友電装（上場廃止）","","名証2部","○","名証2部","電気機器","",1000,"",""
6949,"キンセキ（上場廃止）","","東証1部","○","東証1部","電気機器","",1000,"",""
6950,"ワイ・イー・データ（上場廃止）","","東証2部","○","東証2部","電気機器","",1000,"",""
6951,"日本電子","","東証PRM","○","東証PRM","電気機器",21394000000,100,"",""
6952,"カシオ計算機","","東証PRM","○","東証PRM","電気機器",48592000000,100,"",""
6954,"ファナック","","東証PRM","○","東証PRM","電気機器",69014000000,100,"",""
6955,"ＦＤＫ","","東証STD","○","東証STD","電気機器",31709000000,100,"",""
6956,"神明電機（上場廃止）","","JASDAQ","○","店頭","電気機器","",1000,"",""
6957,"芝浦電子（上場廃止）","","東証STD","○","東証STD","電気機器",2144000000,100,"",""
